filter_num	units	auroc_on_CV	mean_auroc_on_CV
32	256	[0.659164, 0.6602358, 0.6255365, 0.638412, 0.6255365]	0.6417769193649292
32	512	[0.6505895, 0.65166134, 0.6330472, 0.62982833, 0.64806867]	0.6426390409469604
32	1024	[0.6559486, 0.64094317, 0.6212446, 0.64055794, 0.64377683]	0.6404942274093628
64	256	[0.62057877, 0.6505895, 0.6330472, 0.6587983, 0.62660944]	0.6379246711730957
64	512	[0.6366559, 0.6312969, 0.62982833, 0.6630901, 0.6223176]	0.6366377472877502
64	1024	[0.60986066, 0.5841372, 0.60944206, 0.6287554, 0.62660944]	0.6117609143257141
128	256	[0.5648446, 0.5948553, 0.56866956, 0.62982833, 0.65450644]	0.6025408506393433
128	512	[0.5948553, 0.602358, 0.56866956, 0.6255365, 0.59227467]	0.5967388153076172
128	1024	[0.5648446, 0.57020366, 0.56866956, 0.5965665, 0.638412]	0.5877392888069153
