filter_num	units	auroc_on_CV	mean_auroc_on_CV
32	256	[0.6602358, 0.63772774, 0.66523606, 0.6770386, 0.69957083]	0.667961835861206
32	512	[0.659164, 0.65273315, 0.6641631, 0.6781116, 0.6834764]	0.6675297021865845
32	1024	[0.65380496, 0.6430868, 0.65128756, 0.66845495, 0.6909871]	0.66152423620224
64	256	[0.659164, 0.6505895, 0.667382, 0.6920601, 0.7017167]	0.6741824746131897
64	512	[0.6698821, 0.6441586, 0.6587983, 0.6609442, 0.69957083]	0.6666707992553711
64	1024	[0.6602358, 0.6334405, 0.63733906, 0.68133044, 0.7113734]	0.6647438406944275
128	256	[0.66130763, 0.65273315, 0.66523606, 0.6598712, 0.68133044]	0.6640957593917847
128	512	[0.66130763, 0.65380496, 0.6287554, 0.65665233, 0.6727468]	0.6546533703804016
128	1024	[0.63879955, 0.60878885, 0.6609442, 0.67167383, 0.6695279]	0.6499468684196472
