Precision	Recall
0.7631578947368421	1.0
0.7610619469026548	0.9885057471264368
0.7589285714285714	0.9770114942528736
0.7567567567567568	0.9655172413793104
0.7545454545454545	0.9540229885057471
0.7522935779816514	0.9425287356321839
0.75	0.9310344827586207
0.7476635514018691	0.9195402298850575
0.7547169811320755	0.9195402298850575
0.7523809523809524	0.9080459770114943
0.75	0.896551724137931
0.7475728155339806	0.8850574712643678
0.7450980392156863	0.8735632183908046
0.7425742574257426	0.8620689655172413
0.75	0.8620689655172413
0.7474747474747475	0.8505747126436781
0.7448979591836735	0.8390804597701149
0.7422680412371134	0.8275862068965517
0.7395833333333334	0.8160919540229885
0.7368421052631579	0.8045977011494253
0.7340425531914894	0.7931034482758621
0.7311827956989247	0.7816091954022989
0.7282608695652174	0.7701149425287356
0.7252747252747253	0.7586206896551724
0.7222222222222222	0.7471264367816092
0.7191011235955056	0.735632183908046
0.7159090909090909	0.7241379310344828
0.7241379310344828	0.7241379310344828
0.7209302325581395	0.7126436781609196
0.7176470588235294	0.7011494252873564
0.7261904761904762	0.7011494252873564
0.7228915662650602	0.6896551724137931
0.7195121951219512	0.6781609195402298
0.7283950617283951	0.6781609195402298
0.725	0.6666666666666666
0.7341772151898734	0.6666666666666666
0.7307692307692307	0.6551724137931034
0.7272727272727273	0.6436781609195402
0.7236842105263158	0.632183908045977
0.7333333333333333	0.632183908045977
0.7297297297297297	0.6206896551724138
0.7397260273972602	0.6206896551724138
0.75	0.6206896551724138
0.7605633802816901	0.6206896551724138
0.7571428571428571	0.6091954022988506
0.7536231884057971	0.5977011494252874
0.75	0.5862068965517241
0.746268656716418	0.5747126436781609
0.7575757575757576	0.5747126436781609
0.7538461538461538	0.5632183908045977
0.765625	0.5632183908045977
0.7619047619047619	0.5517241379310345
0.7741935483870968	0.5517241379310345
0.7704918032786885	0.5402298850574713
0.7666666666666667	0.5287356321839081
0.7627118644067796	0.5172413793103449
0.7758620689655172	0.5172413793103449
0.7719298245614035	0.5057471264367817
0.7678571428571429	0.4942528735632184
0.7636363636363637	0.4827586206896552
0.7592592592592593	0.47126436781609193
0.7735849056603774	0.47126436781609193
0.7692307692307693	0.45977011494252873
0.7647058823529411	0.4482758620689655
0.76	0.4367816091954023
0.7551020408163265	0.42528735632183906
0.75	0.41379310344827586
0.7659574468085106	0.41379310344827586
0.7608695652173914	0.40229885057471265
0.7555555555555555	0.39080459770114945
0.7727272727272727	0.39080459770114945
0.7906976744186046	0.39080459770114945
0.7857142857142857	0.3793103448275862
0.7804878048780488	0.367816091954023
0.8	0.367816091954023
0.7948717948717948	0.3563218390804598
0.7894736842105263	0.3448275862068966
0.7837837837837838	0.3333333333333333
0.7777777777777778	0.3218390804597701
0.8	0.3218390804597701
0.7941176470588235	0.3103448275862069
0.7878787878787878	0.2988505747126437
0.78125	0.28735632183908044
0.7741935483870968	0.27586206896551724
0.7666666666666667	0.26436781609195403
0.7586206896551724	0.25287356321839083
0.7857142857142857	0.25287356321839083
0.7777777777777778	0.2413793103448276
0.8076923076923077	0.2413793103448276
0.8	0.22988505747126436
0.7916666666666666	0.21839080459770116
0.782608695652174	0.20689655172413793
0.7727272727272727	0.19540229885057472
0.7619047619047619	0.1839080459770115
0.75	0.1724137931034483
0.7894736842105263	0.1724137931034483
0.7777777777777778	0.16091954022988506
0.7647058823529411	0.14942528735632185
0.75	0.13793103448275862
0.8	0.13793103448275862
0.7857142857142857	0.12643678160919541
0.7692307692307693	0.11494252873563218
0.75	0.10344827586206896
0.7272727272727273	0.09195402298850575
0.8	0.09195402298850575
0.7777777777777778	0.08045977011494253
0.75	0.06896551724137931
0.7142857142857143	0.05747126436781609
0.8333333333333334	0.05747126436781609
0.8	0.04597701149425287
1.0	0.04597701149425287
1.0	0.034482758620689655
1.0	0.022988505747126436
1.0	0.011494252873563218
1.0	0.0
