filter_num	h_units	auroc_on_CV	mean_auroc_on_CV
32	16	[0.5841372, 0.5723473, 0.610515, 0.56759655, 0.5944206]	0.5858033895492554
32	32	[0.5841372, 0.56913185, 0.60944206, 0.5751073, 0.59549356]	0.5866624116897583
32	64	[0.585209, 0.56806004, 0.61266094, 0.56866956, 0.59871244]	0.5866624116897583
64	16	[0.5862808, 0.5755627, 0.61266094, 0.5761803, 0.60622317]	0.5913815498352051
64	32	[0.58735263, 0.5755627, 0.60944206, 0.5751073, 0.59871244]	0.5892354249954224
64	64	[0.5862808, 0.5648446, 0.60944206, 0.5697425, 0.5944206]	0.5849460959434509
128	16	[0.58092177, 0.56806004, 0.610515, 0.59334767, 0.5976395]	0.5900968313217163
128	32	[0.5862808, 0.57020366, 0.60944206, 0.58154505, 0.6030043]	0.5900951623916626
128	64	[0.585209, 0.58092177, 0.60944206, 0.5804721, 0.5944206]	0.5900930762290955
