filter_num	h_units	auroc_on_CV	mean_auroc_on_CV
32	16	[0.55051243, 0.56076133, 0.5645161, 0.5322581, 0.5674487]	0.5550993084907532
32	32	[0.56222546, 0.55051243, 0.5498534, 0.5483871, 0.5498534]	0.5521663427352905
32	64	[0.57101023, 0.53587115, 0.5483871, 0.53519064, 0.5659824]	0.5512882471084595
64	16	[0.55051243, 0.56076133, 0.5483871, 0.53958946, 0.5483871]	0.5495274662971497
64	32	[0.55051243, 0.54172766, 0.5483871, 0.53958946, 0.5439883]	0.544840931892395
64	64	[0.55051243, 0.5446559, 0.55278593, 0.5366569, 0.5718475]	0.5512917041778564
128	16	[0.55051243, 0.56076133, 0.5557185, 0.5542522, 0.56304985]	0.5568588376045227
128	32	[0.57101023, 0.5490483, 0.5483871, 0.52639294, 0.5615836]	0.5512844324111938
128	64	[0.5534407, 0.52122986, 0.55278593, 0.53372437, 0.56304985]	0.5448461174964905
