filter_num	h_units	auroc_on_CV	mean_auroc_on_CV
32	16	[0.58842444, 0.5669882, 0.6190987, 0.58476394, 0.6040773]	0.5926705598831177
32	32	[0.5927117, 0.5659164, 0.62017167, 0.5965665, 0.60193133]	0.595459520816803
32	64	[0.5927117, 0.562701, 0.6180258, 0.5912017, 0.60622317]	0.5941726565361023
64	16	[0.59056807, 0.5669882, 0.6169528, 0.5944206, 0.6008584]	0.5939576029777527
64	32	[0.58949625, 0.5616292, 0.62339056, 0.5965665, 0.6083691]	0.5958903431892395
64	64	[0.58842444, 0.5648446, 0.6190987, 0.5890558, 0.6008584]	0.5924564003944397
128	16	[0.5916399, 0.562701, 0.6148069, 0.583691, 0.6148069]	0.5935291051864624
128	32	[0.58735263, 0.5669882, 0.6255365, 0.57832617, 0.6180258]	0.595245897769928
128	64	[0.58735263, 0.5648446, 0.62017167, 0.59549356, 0.6083691]	0.5952463150024414
