filter_num	h_units	auroc_on_CV	mean_auroc_on_CV
32	16	[0.5765983, 0.57780457, 0.60675514, 0.60554886, 0.6111111]	0.5955635905265808
32	32	[0.5765983, 0.5802171, 0.60554886, 0.60554886, 0.6086956]	0.595321774482727
32	64	[0.57780457, 0.5729795, 0.6127865, 0.6079614, 0.6171498]	0.5977363586425781
64	16	[0.58383596, 0.57780457, 0.610374, 0.61399275, 0.6099034]	0.59918212890625
64	32	[0.5802171, 0.57177323, 0.61399275, 0.6043426, 0.6135266]	0.5967704057693481
64	64	[0.5826297, 0.5741858, 0.610374, 0.6079614, 0.62560385]	0.6001509428024292
128	16	[0.5802171, 0.56574184, 0.60554886, 0.60554886, 0.6231884]	0.5960490107536316
128	32	[0.5826297, 0.57177323, 0.6127865, 0.610374, 0.6086956]	0.5972517728805542
128	64	[0.57780457, 0.5681544, 0.6079614, 0.615199, 0.62439615]	0.5987030863761902
