FPR	TPR
0.0	0.0
0.0	0.00510204081632653
0.0	0.015306122448979591
0.005434782608695652	0.015306122448979591
0.005434782608695652	0.11224489795918367
0.016304347826086956	0.11224489795918367
0.016304347826086956	0.11734693877551021
0.021739130434782608	0.11734693877551021
0.021739130434782608	0.1683673469387755
0.02717391304347826	0.1683673469387755
0.02717391304347826	0.20918367346938777
0.03260869565217391	0.20918367346938777
0.03260869565217391	0.21428571428571427
0.04891304347826087	0.21428571428571427
0.04891304347826087	0.29081632653061223
0.05434782608695652	0.29081632653061223
0.05434782608695652	0.336734693877551
0.059782608695652176	0.336734693877551
0.059782608695652176	0.34183673469387754
0.06521739130434782	0.34183673469387754
0.06521739130434782	0.3877551020408163
0.07065217391304347	0.3877551020408163
0.07065217391304347	0.40816326530612246
0.07608695652173914	0.40816326530612246
0.07608695652173914	0.413265306122449
0.08695652173913043	0.413265306122449
0.08695652173913043	0.41836734693877553
0.09239130434782608	0.41836734693877553
0.09239130434782608	0.42857142857142855
0.09782608695652174	0.42857142857142855
0.09782608695652174	0.4387755102040816
0.10326086956521739	0.4387755102040816
0.10326086956521739	0.44387755102040816
0.10869565217391304	0.44387755102040816
0.10869565217391304	0.46938775510204084
0.11413043478260869	0.46938775510204084
0.11413043478260869	0.4897959183673469
0.11956521739130435	0.4897959183673469
0.11956521739130435	0.5051020408163265
0.125	0.5051020408163265
0.125	0.5102040816326531
0.13043478260869565	0.5102040816326531
0.13043478260869565	0.5255102040816326
0.1358695652173913	0.5255102040816326
0.1358695652173913	0.5408163265306123
0.14130434782608695	0.5408163265306123
0.14130434782608695	0.5561224489795918
0.14673913043478262	0.5561224489795918
0.14673913043478262	0.5867346938775511
0.15760869565217392	0.5867346938775511
0.15760869565217392	0.6020408163265306
0.16304347826086957	0.6020408163265306
0.16304347826086957	0.6071428571428571
0.16847826086956522	0.6071428571428571
0.16847826086956522	0.6122448979591837
0.1793478260869565	0.6122448979591837
0.1793478260869565	0.6173469387755102
0.1956521739130435	0.6173469387755102
0.1956521739130435	0.6326530612244898
0.20108695652173914	0.6326530612244898
0.20108695652173914	0.6428571428571429
0.20652173913043478	0.6428571428571429
0.20652173913043478	0.6530612244897959
0.21195652173913043	0.6530612244897959
0.21195652173913043	0.6581632653061225
0.2554347826086957	0.6581632653061225
0.2554347826086957	0.6683673469387755
0.2608695652173913	0.6683673469387755
0.2608695652173913	0.6785714285714286
0.2717391304347826	0.6785714285714286
0.2717391304347826	0.6938775510204082
0.27717391304347827	0.6938775510204082
0.27717391304347827	0.7040816326530612
0.2826086956521739	0.7040816326530612
0.2826086956521739	0.7091836734693877
0.28804347826086957	0.7091836734693877
0.28804347826086957	0.7193877551020408
0.29891304347826086	0.7193877551020408
0.29891304347826086	0.7244897959183674
0.30434782608695654	0.7244897959183674
0.30434782608695654	0.7346938775510204
0.31521739130434784	0.7346938775510204
0.31521739130434784	0.7551020408163265
0.34782608695652173	0.7551020408163265
0.34782608695652173	0.7704081632653061
0.3695652173913043	0.7704081632653061
0.3695652173913043	0.7755102040816326
0.3804347826086957	0.7755102040816326
0.3804347826086957	0.7806122448979592
0.3858695652173913	0.7806122448979592
0.3858695652173913	0.7959183673469388
0.391304347826087	0.7959183673469388
0.391304347826087	0.8010204081632653
0.40217391304347827	0.8010204081632653
0.40217391304347827	0.8061224489795918
0.4076086956521739	0.8061224489795918
0.4076086956521739	0.8214285714285714
0.41847826086956524	0.8214285714285714
0.41847826086956524	0.826530612244898
0.44565217391304346	0.826530612244898
0.44565217391304346	0.8367346938775511
0.45108695652173914	0.8367346938775511
0.45108695652173914	0.8418367346938775
0.4673913043478261	0.8418367346938775
0.4673913043478261	0.8469387755102041
0.4891304347826087	0.8469387755102041
0.4891304347826087	0.8520408163265306
0.5163043478260869	0.8520408163265306
0.5163043478260869	0.8571428571428571
0.5217391304347826	0.8571428571428571
0.5217391304347826	0.8622448979591837
0.5271739130434783	0.8622448979591837
0.5271739130434783	0.8673469387755102
0.5543478260869565	0.8673469387755102
0.5543478260869565	0.8826530612244898
0.5815217391304348	0.8826530612244898
0.5815217391304348	0.8877551020408163
0.592391304347826	0.8877551020408163
0.592391304347826	0.8928571428571429
0.625	0.8928571428571429
0.625	0.9030612244897959
0.6521739130434783	0.9030612244897959
0.6521739130434783	0.9132653061224489
0.6630434782608695	0.9132653061224489
0.6630434782608695	0.9183673469387755
0.6793478260869565	0.9183673469387755
0.6793478260869565	0.9336734693877551
0.7228260869565217	0.9336734693877551
0.7228260869565217	0.9489795918367347
0.75	0.9489795918367347
0.75	0.9540816326530612
0.7608695652173914	0.9540816326530612
0.7608695652173914	0.9591836734693877
0.7663043478260869	0.9591836734693877
0.7663043478260869	0.9642857142857143
0.7717391304347826	0.9642857142857143
0.7717391304347826	0.9744897959183674
0.7989130434782609	0.9744897959183674
0.7989130434782609	0.9846938775510204
0.8206521739130435	0.9846938775510204
0.8206521739130435	0.9897959183673469
0.8478260869565217	0.9897959183673469
0.8478260869565217	0.9948979591836735
0.8695652173913043	0.9948979591836735
0.8695652173913043	1.0
1.0	1.0
