Precision	Recall
0.7631578947368421	1.0
0.7610619469026548	0.9885057471264368
0.7589285714285714	0.9770114942528736
0.7657657657657657	0.9770114942528736
0.7636363636363637	0.9655172413793104
0.7706422018348624	0.9655172413793104
0.7685185185185185	0.9540229885057471
0.7757009345794392	0.9540229885057471
0.7735849056603774	0.9425287356321839
0.780952380952381	0.9425287356321839
0.7884615384615384	0.9425287356321839
0.7864077669902912	0.9310344827586207
0.7843137254901961	0.9195402298850575
0.7821782178217822	0.9080459770114943
0.78	0.896551724137931
0.7777777777777778	0.8850574712643678
0.7755102040816326	0.8735632183908046
0.7835051546391752	0.8735632183908046
0.7916666666666666	0.8735632183908046
0.7894736842105263	0.8620689655172413
0.7978723404255319	0.8620689655172413
0.8064516129032258	0.8620689655172413
0.8152173913043478	0.8620689655172413
0.8131868131868132	0.8505747126436781
0.8222222222222222	0.8505747126436781
0.8314606741573034	0.8505747126436781
0.8409090909090909	0.8505747126436781
0.8505747126436781	0.8505747126436781
0.8604651162790697	0.8505747126436781
0.8705882352941177	0.8505747126436781
0.8809523809523809	0.8505747126436781
0.891566265060241	0.8505747126436781
0.9024390243902439	0.8505747126436781
0.9012345679012346	0.8390804597701149
0.9	0.8275862068965517
0.8987341772151899	0.8160919540229885
0.8974358974358975	0.8045977011494253
0.8961038961038961	0.7931034482758621
0.8947368421052632	0.7816091954022989
0.8933333333333333	0.7701149425287356
0.8918918918918919	0.7586206896551724
0.9041095890410958	0.7586206896551724
0.9027777777777778	0.7471264367816092
0.9014084507042254	0.735632183908046
0.9	0.7241379310344828
0.9130434782608695	0.7241379310344828
0.9117647058823529	0.7126436781609196
0.9104477611940298	0.7011494252873564
0.9090909090909091	0.6896551724137931
0.9230769230769231	0.6896551724137931
0.9375	0.6896551724137931
0.9365079365079365	0.6781609195402298
0.9354838709677419	0.6666666666666666
0.9344262295081968	0.6551724137931034
0.9333333333333333	0.6436781609195402
0.9322033898305084	0.632183908045977
0.9482758620689655	0.632183908045977
0.9473684210526315	0.6206896551724138
0.9464285714285714	0.6091954022988506
0.9454545454545454	0.5977011494252874
0.9444444444444444	0.5862068965517241
0.9433962264150944	0.5747126436781609
0.9423076923076923	0.5632183908045977
0.9411764705882353	0.5517241379310345
0.94	0.5402298850574713
0.9387755102040817	0.5287356321839081
0.9375	0.5172413793103449
0.9361702127659575	0.5057471264367817
0.9347826086956522	0.4942528735632184
0.9333333333333333	0.4827586206896552
0.9318181818181818	0.47126436781609193
0.9302325581395349	0.45977011494252873
0.9285714285714286	0.4482758620689655
0.926829268292683	0.4367816091954023
0.925	0.42528735632183906
0.9230769230769231	0.41379310344827586
0.9210526315789473	0.40229885057471265
0.918918918918919	0.39080459770114945
0.9166666666666666	0.3793103448275862
0.9142857142857143	0.367816091954023
0.9117647058823529	0.3563218390804598
0.9090909090909091	0.3448275862068966
0.90625	0.3333333333333333
0.9032258064516129	0.3218390804597701
0.9	0.3103448275862069
0.896551724137931	0.2988505747126437
0.9285714285714286	0.2988505747126437
0.9259259259259259	0.28735632183908044
0.9230769230769231	0.27586206896551724
0.92	0.26436781609195403
0.9166666666666666	0.25287356321839083
0.9130434782608695	0.2413793103448276
0.9090909090909091	0.22988505747126436
0.9047619047619048	0.21839080459770116
0.9	0.20689655172413793
0.8947368421052632	0.19540229885057472
0.8888888888888888	0.1839080459770115
0.8823529411764706	0.1724137931034483
0.875	0.16091954022988506
0.9333333333333333	0.16091954022988506
0.9285714285714286	0.14942528735632185
0.9230769230769231	0.13793103448275862
0.9166666666666666	0.12643678160919541
0.9090909090909091	0.11494252873563218
0.9	0.10344827586206896
0.8888888888888888	0.09195402298850575
0.875	0.08045977011494253
1.0	0.08045977011494253
1.0	0.06896551724137931
1.0	0.05747126436781609
1.0	0.04597701149425287
1.0	0.034482758620689655
1.0	0.022988505747126436
1.0	0.011494252873563218
1.0	0.0
