Precision	Recall
0.6246684350132626	1.0
0.6241699867197875	0.9978768577494692
0.625	0.9978768577494692
0.625832223701731	0.9978768577494692
0.6266666666666667	0.9978768577494692
0.6275033377837116	0.9978768577494692
0.6283422459893048	0.9978768577494692
0.6291834002677377	0.9978768577494692
0.628686327077748	0.9957537154989384
0.6295302013422819	0.9957537154989384
0.6290322580645161	0.9936305732484076
0.629878869448183	0.9936305732484076
0.6307277628032345	0.9936305732484076
0.631578947368421	0.9936305732484076
0.6324324324324324	0.9936305732484076
0.6332882273342354	0.9936305732484076
0.6341463414634146	0.9936305732484076
0.6350067842605156	0.9936305732484076
0.6358695652173914	0.9936305732484076
0.636734693877551	0.9936305732484076
0.6376021798365122	0.9936305732484076
0.6384720327421555	0.9936305732484076
0.639344262295082	0.9936305732484076
0.640218878248974	0.9936305732484076
0.6410958904109589	0.9936305732484076
0.6419753086419753	0.9936305732484076
0.6428571428571429	0.9936305732484076
0.6437414030261348	0.9936305732484076
0.6446280991735537	0.9936305732484076
0.6455172413793103	0.9936305732484076
0.6464088397790055	0.9936305732484076
0.6473029045643154	0.9936305732484076
0.6481994459833795	0.9936305732484076
0.6490984743411928	0.9936305732484076
0.65	0.9936305732484076
0.650904033379694	0.9936305732484076
0.6518105849582173	0.9936305732484076
0.6527196652719666	0.9936305732484076
0.6536312849162011	0.9936305732484076
0.6545454545454545	0.9936305732484076
0.65406162464986	0.9915074309978769
0.6549789621318373	0.9915074309978769
0.6544943820224719	0.9893842887473461
0.6554149085794655	0.9893842887473461
0.6563380281690141	0.9893842887473461
0.6572637517630465	0.9893842887473461
0.6581920903954802	0.9893842887473461
0.6591230551626591	0.9893842887473461
0.660056657223796	0.9893842887473461
0.6609929078014184	0.9893842887473461
0.6619318181818182	0.9893842887473461
0.6614509246088194	0.9872611464968153
0.6623931623931624	0.9872611464968153
0.6619115549215406	0.9851380042462845
0.6628571428571428	0.9851380042462845
0.6638054363376252	0.9851380042462845
0.664756446991404	0.9851380042462845
0.6657101865136298	0.9851380042462845
0.6666666666666666	0.9851380042462845
0.6676258992805756	0.9851380042462845
0.6685878962536023	0.9851380042462845
0.6695526695526696	0.9851380042462845
0.6705202312138728	0.9851380042462845
0.6714905933429812	0.9851380042462845
0.672463768115942	0.9851380042462845
0.6734397677793904	0.9851380042462845
0.6744186046511628	0.9851380042462845
0.6754002911208151	0.9851380042462845
0.6763848396501457	0.9851380042462845
0.6773722627737226	0.9851380042462845
0.6783625730994152	0.9851380042462845
0.6793557833089312	0.9851380042462845
0.6803519061583577	0.9851380042462845
0.6798825256975036	0.9830148619957537
0.6808823529411765	0.9830148619957537
0.6818851251840943	0.9830148619957537
0.6828908554572272	0.9830148619957537
0.6838995568685377	0.9830148619957537
0.6849112426035503	0.9830148619957537
0.6859259259259259	0.9830148619957537
0.6869436201780416	0.9830148619957537
0.687964338781575	0.9830148619957537
0.6889880952380952	0.9830148619957537
0.6900149031296572	0.9830148619957537
0.691044776119403	0.9830148619957537
0.6920777279521674	0.9830148619957537
0.6916167664670658	0.9808917197452229
0.6926536731634183	0.9808917197452229
0.6936936936936937	0.9808917197452229
0.6947368421052632	0.9808917197452229
0.6957831325301205	0.9808917197452229
0.6968325791855203	0.9808917197452229
0.6978851963746223	0.9808917197452229
0.6989409984871406	0.9808917197452229
0.7	0.9808917197452229
0.701062215477997	0.9808917197452229
0.7021276595744681	0.9808917197452229
0.7031963470319634	0.9808917197452229
0.7042682926829268	0.9808917197452229
0.7038167938931298	0.9787685774946921
0.7048929663608563	0.9787685774946921
0.7059724349157733	0.9787685774946921
0.7070552147239264	0.9787685774946921
0.7081413210445469	0.9787685774946921
0.7092307692307692	0.9787685774946921
0.7103235747303543	0.9787685774946921
0.7114197530864198	0.9787685774946921
0.7109737248840804	0.9766454352441614
0.7120743034055728	0.9766454352441614
0.7131782945736435	0.9766454352441614
0.7127329192546584	0.9745222929936306
0.713841368584759	0.9745222929936306
0.7133956386292835	0.9723991507430998
0.7145085803432137	0.9723991507430998
0.715625	0.9723991507430998
0.7167449139280125	0.9723991507430998
0.7178683385579937	0.9723991507430998
0.717425431711146	0.970276008492569
0.7185534591194969	0.970276008492569
0.7196850393700788	0.970276008492569
0.7192429022082019	0.9681528662420382
0.7203791469194313	0.9681528662420382
0.7215189873417721	0.9681528662420382
0.722662440570523	0.9681528662420382
0.7238095238095238	0.9681528662420382
0.724960254372019	0.9681528662420382
0.7261146496815286	0.9681528662420382
0.7272727272727273	0.9681528662420382
0.7268370607028753	0.9660297239915074
0.728	0.9660297239915074
0.7291666666666666	0.9660297239915074
0.7287319422150883	0.9639065817409767
0.729903536977492	0.9639065817409767
0.7310789049919485	0.9639065817409767
0.7322580645161291	0.9639065817409767
0.7334410339256866	0.9639065817409767
0.7346278317152104	0.9639065817409767
0.7358184764991896	0.9639065817409767
