filter_num	units	auroc_on_CV	mean_auroc_on_CV
32	256	[0.68167204, 0.65380496, 0.638412, 0.6834764, 0.6630901]	0.6640911102294922
32	512	[0.6784566, 0.65166134, 0.6534335, 0.69635195, 0.65665233]	0.6673111915588379
32	1024	[0.67202574, 0.6570204, 0.64055794, 0.67060083, 0.65450644]	0.6589422821998596
64	256	[0.6688103, 0.6795284, 0.67167383, 0.67918456, 0.6459227]	0.6690239906311035
64	512	[0.676313, 0.6773848, 0.65450644, 0.68454933, 0.6727468]	0.6731001138687134
64	1024	[0.6602358, 0.65380496, 0.66201717, 0.6781116, 0.6555794]	0.6619497537612915
128	256	[0.5648446, 0.67202574, 0.56866956, 0.68240345, 0.65772533]	0.6291337013244629
128	512	[0.5648446, 0.58949625, 0.56866956, 0.56008583, 0.5997854]	0.5765763521194458
128	1024	[0.6259378, 0.6688103, 0.56866956, 0.6727468, 0.66845495]	0.6409238576889038
