filter_num	units	auroc_on_CV	mean_auroc_on_CV
32	256	[0.62957543, 0.60175693, 0.60557187, 0.6143695, 0.6378299]	0.6178207397460938
32	512	[0.61346996, 0.6222547, 0.62903225, 0.5982405, 0.59970677]	0.6125408411026001
32	1024	[0.62518305, 0.61200583, 0.64076245, 0.5777126, 0.61730206]	0.6145932078361511
64	256	[0.6193265, 0.6002928, 0.6495601, 0.58651024, 0.5733138]	0.6058006882667542
64	512	[0.6105417, 0.6002928, 0.6363636, 0.60117304, 0.60557187]	0.6107886433601379
64	1024	[0.6002928, 0.61200583, 0.5821114, 0.62903225, 0.59530795]	0.6037500500679016
128	256	[0.6002928, 0.61200583, 0.627566, 0.60117304, 0.5835777]	0.6049230694770813
128	512	[0.6222547, 0.6061493, 0.6392962, 0.6260997, 0.6143695]	0.6216338872909546
128	1024	[0.60761344, 0.5183016, 0.5483871, 0.61876833, 0.62316716]	0.5832474827766418
