SVM	lgb	lr
0.6947355137828212	0.7573167197913648	0.6970209663398175
0.6663987063123359	0.7700479524401529	0.6754236733625597
0.6349959338574138	0.746384872080089	0.648325403576336
0.6721343734626468	0.7548293391430646	0.6859090589640874
0.6694972539079003	0.7553490118762615	0.6761676759141905
