filter_num	units	auroc_on_CV	mean_auroc_on_CV
32	256	[0.6570204, 0.6312969, 0.6630901, 0.68562233, 0.7017167]	0.667749285697937
32	512	[0.66237944, 0.642015, 0.667382, 0.6834764, 0.6920601]	0.6694625616073608
32	1024	[0.66130763, 0.6323687, 0.6641631, 0.6534335, 0.7049356]	0.6632417440414429
64	256	[0.6602358, 0.6580922, 0.666309, 0.6877682, 0.71781117]	0.6780432462692261
64	512	[0.65166134, 0.65273315, 0.67596567, 0.6888412, 0.7017167]	0.6741836071014404
64	1024	[0.659164, 0.642015, 0.6770386, 0.6727468, 0.6920601]	0.668604850769043
128	256	[0.6655949, 0.6452304, 0.667382, 0.5997854, 0.7156652]	0.6587315797805786
128	512	[0.56055737, 0.6430868, 0.5912017, 0.65665233, 0.71244633]	0.6327888369560242
128	1024	[0.56055737, 0.5423365, 0.5912017, 0.5472103, 0.583691]	0.5649994015693665
