hidden_units	units	auroc_on_CV	mean_auroc_on_CV
16	256	[0.585209, 0.5498392, 0.6148069, 0.5858369, 0.6083691]	0.5888122320175171
16	512	[0.57770634, 0.5391211, 0.611588, 0.5869099, 0.611588]	0.5853826403617859
16	1024	[0.56913185, 0.5476956, 0.61266094, 0.58798283, 0.6072961]	0.5849534869194031
32	256	[0.5819936, 0.5412647, 0.60944206, 0.5890558, 0.6051502]	0.585381269454956
32	512	[0.57770634, 0.5476956, 0.61587983, 0.5869099, 0.6030043]	0.586239218711853
32	1024	[0.5734191, 0.5487674, 0.61266094, 0.58798283, 0.60193133]	0.5849522948265076
64	256	[0.5755627, 0.55948555, 0.6083691, 0.5858369, 0.59549356]	0.5849495530128479
64	512	[0.57877815, 0.5637728, 0.6244635, 0.59334767, 0.6008584]	0.5922440886497498
64	1024	[0.5744909, 0.5380493, 0.610515, 0.582618, 0.5997854]	0.5810917019844055
