filter_num	units	auroc_on_CV	mean_auroc_on_CV
32	256	[0.63543195, 0.62371886, 0.66129035, 0.6422287, 0.64662755]	0.6418594121932983
32	512	[0.6222547, 0.67203516, 0.6583578, 0.6202346, 0.60703814]	0.6359840631484985
32	1024	[0.6325037, 0.6193265, 0.67155427, 0.6363636, 0.64076245]	0.6401020884513855
64	256	[0.6427526, 0.63543195, 0.6554252, 0.6085044, 0.6260997]	0.6336427927017212
64	512	[0.647145, 0.6383602, 0.67155427, 0.6392962, 0.6451613]	0.6483033299446106
64	1024	[0.63982433, 0.6163982, 0.65249264, 0.63489735, 0.627566]	0.634235680103302
128	256	[0.6207906, 0.6486091, 0.66715544, 0.6451613, 0.6451613]	0.6453755497932434
128	512	[0.6090776, 0.62371886, 0.5483871, 0.6304985, 0.62903225]	0.6081428527832031
128	1024	[0.6368961, 0.6222547, 0.6041056, 0.62316716, 0.643695]	0.6260236501693726
