filter_num	units	auroc_on_CV	mean_auroc_on_CV
32	256	[0.6325037, 0.65007323, 0.670088, 0.6260997, 0.65102637]	0.6459581255912781
32	512	[0.6383602, 0.64128846, 0.6495601, 0.63489735, 0.62316716]	0.637454628944397
32	1024	[0.6442167, 0.63543195, 0.6480938, 0.62903225, 0.63489735]	0.6383343935012817
64	256	[0.6339678, 0.6383602, 0.6656892, 0.6451613, 0.62903225]	0.6424421072006226
64	512	[0.6281113, 0.63543195, 0.6568915, 0.6319648, 0.6378299]	0.6380459070205688
64	1024	[0.63982433, 0.62957543, 0.6656892, 0.64662755, 0.62903225]	0.6421497464179993
128	256	[0.65153736, 0.647145, 0.63489735, 0.62903225, 0.64662755]	0.6418479084968567
128	512	[0.63103956, 0.62957543, 0.6656892, 0.627566, 0.6334311]	0.6374602317810059
128	1024	[0.6281113, 0.63982433, 0.64076245, 0.6363636, 0.62903225]	0.6348187327384949
